"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","ODASECTOR","PROD","MLN_USD","A","2017",69.79,
"ESP","ODASECTOR","PROD","MLN_USD","A","2018",70.47,
"SWE","ODASECTOR","PROD","MLN_USD","A","2000",38.27,
"SWE","ODASECTOR","PROD","MLN_USD","A","2001",87.37,
"SWE","ODASECTOR","PROD","MLN_USD","A","2002",57.87,
"SWE","ODASECTOR","PROD","MLN_USD","A","2003",57.72,
"SWE","ODASECTOR","PROD","MLN_USD","A","2004",63.92,
"SWE","ODASECTOR","PROD","MLN_USD","A","2005",120.22,
"SWE","ODASECTOR","PROD","MLN_USD","A","2006",165.97,
"SWE","ODASECTOR","PROD","MLN_USD","A","2007",178.91,
"SWE","ODASECTOR","PROD","MLN_USD","A","2008",151.35,
"SWE","ODASECTOR","PROD","MLN_USD","A","2009",152.68,
"SWE","ODASECTOR","PROD","MLN_USD","A","2010",158.39,
"SWE","ODASECTOR","PROD","MLN_USD","A","2011",159.25,
"SWE","ODASECTOR","PROD","MLN_USD","A","2012",198.79,
"SWE","ODASECTOR","PROD","MLN_USD","A","2013",278.92,
"SWE","ODASECTOR","PROD","MLN_USD","A","2014",218.13,
"SWE","ODASECTOR","PROD","MLN_USD","A","2015",107.35,
"SWE","ODASECTOR","PROD","MLN_USD","A","2016",171.39,
"SWE","ODASECTOR","PROD","MLN_USD","A","2017",179.5,
"SWE","ODASECTOR","PROD","MLN_USD","A","2018",292.16,
"CHE","ODASECTOR","PROD","MLN_USD","A","2000",67.44,
"CHE","ODASECTOR","PROD","MLN_USD","A","2001",68.95,
"CHE","ODASECTOR","PROD","MLN_USD","A","2002",91.26,
"CHE","ODASECTOR","PROD","MLN_USD","A","2003",155.5,
"CHE","ODASECTOR","PROD","MLN_USD","A","2004",166.4,
"CHE","ODASECTOR","PROD","MLN_USD","A","2005",143.18,
